OTU,ALancangBesar,BPari,CTidung,DKarangBeras,EPramuka,FKotok,GSepa
637,ASV5325,1,1,1,1,1,1,1
638,ASV5334,1,1,1,1,1,1,1
639,ASV5355,1,1,1,1,1,1,1
640,ASV5358,1,1,1,1,1,1,1
641,ASV5375,1,1,1,1,1,1,1
642,ASV5378,1,1,1,1,1,1,1
643,ASV5395,1,1,1,1,1,1,1
644,ASV5430,1,1,1,1,1,1,1
645,ASV5442,1,1,1,1,1,1,1
646,ASV5445,1,1,1,1,1,1,1
647,ASV5446,1,1,1,1,1,1,1
648,ASV5450,1,1,1,1,1,1,1
649,ASV5458,1,1,1,1,1,1,1
650,ASV5461,1,1,1,1,1,1,1
651,ASV5463,1,1,1,1,1,1,1
652,ASV5483,1,1,1,1,1,1,1
653,ASV5492,1,1,1,1,1,1,1
654,ASV5493,1,1,1,1,1,1,1
655,ASV5553,1,1,1,1,1,1,1
656,ASV5558,1,1,1,1,1,1,1
657,ASV5567,1,1,1,1,1,1,1
658,ASV5580,1,1,1,1,1,1,1
659,ASV5590,1,1,1,1,1,1,1
660,ASV5596,1,1,1,1,1,1,1
661,ASV5598,1,1,1,1,1,1,1
662,ASV5613,1,1,1,1,1,1,1
663,ASV5625,1,1,1,1,1,1,1
664,ASV5628,1,1,1,1,1,1,1
665,ASV5660,1,1,1,1,1,1,1
666,ASV5667,1,1,1,1,1,1,1
667,ASV5713,1,1,1,1,1,1,1
668,ASV5727,1,1,1,1,1,1,1
669,ASV5749,1,1,1,1,1,1,1
670,ASV5780,1,1,1,1,1,1,1
671,ASV5791,1,1,1,1,1,1,1
672,ASV5808,1,1,1,1,1,1,1
673,ASV5809,1,1,1,1,1,1,1
674,ASV5812,1,1,1,1,1,1,1
675,ASV5813,1,1,1,1,1,1,1
676,ASV5820,1,1,1,1,1,1,1
677,ASV5838,1,1,1,1,1,1,1
678,ASV5864,1,1,1,1,1,1,1
679,ASV5872,1,1,1,1,1,1,1
680,ASV5881,1,1,1,1,1,1,1
681,ASV5882,1,1,1,1,1,1,1
682,ASV5906,1,1,1,1,1,1,1
683,ASV5937,1,1,1,1,1,1,1
684,ASV5938,1,1,1,1,1,1,1
685,ASV5951,1,1,1,1,1,1,1
686,ASV5956,1,1,1,1,1,1,1
687,ASV5958,1,1,1,1,1,1,1
688,ASV5965,1,1,1,1,1,1,1
689,ASV5979,1,1,1,1,1,1,1
690,ASV6004,1,1,1,1,1,1,1
691,ASV6005,1,1,1,1,1,1,1
692,ASV6026,1,1,1,1,1,1,1
693,ASV6029,1,1,1,1,1,1,1
694,ASV6033,1,1,1,1,1,1,1
695,ASV6045,1,1,1,1,1,1,1
696,ASV6079,1,1,1,1,1,1,1
697,ASV6117,1,1,1,1,1,1,1
698,ASV6131,1,1,1,1,1,1,1
699,ASV6141,1,1,1,1,1,1,1
700,ASV6146,1,1,1,1,1,1,1
701,ASV6171,1,1,1,1,1,1,1
702,ASV6173,1,1,1,1,1,1,1
703,ASV6179,1,1,1,1,1,1,1
704,ASV6188,1,1,1,1,1,1,1
705,ASV6197,1,1,1,1,1,1,1
706,ASV6202,1,1,1,1,1,1,1
707,ASV6232,1,1,1,1,1,1,1
708,ASV6246,1,1,1,1,1,1,1
709,ASV6256,1,1,1,1,1,1,1
710,ASV6264,1,1,1,1,1,1,1
711,ASV6271,1,1,1,1,1,1,1
712,ASV6306,1,1,1,1,1,1,1
713,ASV6334,1,1,1,1,1,1,1
714,ASV6354,1,1,1,1,1,1,1
715,ASV6362,1,1,1,1,1,1,1
716,ASV6413,1,1,1,1,1,1,1
717,ASV6459,1,1,1,1,1,1,1
718,ASV6461,1,1,1,1,1,1,1
719,ASV6479,1,1,1,1,1,1,1
720,ASV6489,1,1,1,1,1,1,1
721,ASV6491,1,1,1,1,1,1,1
722,ASV6500,1,1,1,1,1,1,1
723,ASV6513,1,1,1,1,1,1,1
724,ASV6516,1,1,1,1,1,1,1
725,ASV6517,1,1,1,1,1,1,1
726,ASV6519,1,1,1,1,1,1,1
727,ASV6528,1,1,1,1,1,1,1
728,ASV6529,1,1,1,1,1,1,1
729,ASV6554,1,1,1,1,1,1,1
730,ASV6558,1,1,1,1,1,1,1
731,ASV6574,1,1,1,1,1,1,1
732,ASV6597,1,1,1,1,1,1,1
733,ASV6612,1,1,1,1,1,1,1
734,ASV6618,1,1,1,1,1,1,1
735,ASV6619,1,1,1,1,1,1,1
736,ASV6623,1,1,1,1,1,1,1
737,ASV6628,1,1,1,1,1,1,1
738,ASV6630,1,1,1,1,1,1,1
739,ASV6660,1,1,1,1,1,1,1
740,ASV6680,1,1,1,1,1,1,1
741,ASV6719,1,1,1,1,1,1,1
742,ASV6723,1,1,1,1,1,1,1
743,ASV6734,1,1,1,1,1,1,1
744,ASV6741,1,1,1,1,1,1,1
745,ASV6757,1,1,1,1,1,1,1
746,ASV6797,1,1,1,1,1,1,1
747,ASV6815,1,1,1,1,1,1,1
748,ASV6822,1,1,1,1,1,1,1
749,ASV6828,1,1,1,1,1,1,1
750,ASV6861,1,1,1,1,1,1,1
751,ASV6880,1,1,1,1,1,1,1
752,ASV6881,1,1,1,1,1,1,1
753,ASV6884,1,1,1,1,1,1,1
754,ASV6907,1,1,1,1,1,1,1
755,ASV6909,1,1,1,1,1,1,1
756,ASV6927,1,1,1,1,1,1,1
757,ASV6934,1,1,1,1,1,1,1
758,ASV6935,1,1,1,1,1,1,1
759,ASV6936,1,1,1,1,1,1,1
760,ASV6951,1,1,1,1,1,1,1
761,ASV6959,1,1,1,1,1,1,1
762,ASV6975,1,1,1,1,1,1,1
763,ASV6989,1,1,1,1,1,1,1
764,ASV7008,1,1,1,1,1,1,1
765,ASV7010,1,1,1,1,1,1,1
766,ASV7014,1,1,1,1,1,1,1
767,ASV7030,1,1,1,1,1,1,1
768,ASV7042,1,1,1,1,1,1,1
769,ASV7105,1,1,1,1,1,1,1
770,ASV7127,1,1,1,1,1,1,1
771,ASV7130,1,1,1,1,1,1,1
772,ASV7133,1,1,1,1,1,1,1
773,ASV7150,1,1,1,1,1,1,1
774,ASV7158,1,1,1,1,1,1,1
775,ASV7162,1,1,1,1,1,1,1
776,ASV7179,1,1,1,1,1,1,1
777,ASV7205,1,1,1,1,1,1,1
778,ASV7207,1,1,1,1,1,1,1
779,ASV7223,1,1,1,1,1,1,1
780,ASV7258,1,1,1,1,1,1,1
781,ASV7263,1,1,1,1,1,1,1
782,ASV7269,1,1,1,1,1,1,1
783,ASV7277,1,1,1,1,1,1,1
784,ASV7374,1,1,1,1,1,1,1
785,ASV7377,1,1,1,1,1,1,1
786,ASV7382,1,1,1,1,1,1,1
787,ASV7385,1,1,1,1,1,1,1
788,ASV7391,1,1,1,1,1,1,1
789,ASV7395,1,1,1,1,1,1,1
790,ASV7413,1,1,1,1,1,1,1
791,ASV7436,1,1,1,1,1,1,1
792,ASV7453,1,1,1,1,1,1,1
793,ASV7466,1,1,1,1,1,1,1
794,ASV7493,1,1,1,1,1,1,1
795,ASV7497,1,1,1,1,1,1,1
796,ASV7509,1,1,1,1,1,1,1
797,ASV7525,1,1,1,1,1,1,1
798,ASV7532,1,1,1,1,1,1,1
799,ASV7554,1,1,1,1,1,1,1
800,ASV7575,1,1,1,1,1,1,1
801,ASV7606,1,1,1,1,1,1,1
802,ASV7640,1,1,1,1,1,1,1
803,ASV7662,1,1,1,1,1,1,1
804,ASV7664,1,1,1,1,1,1,1
805,ASV7665,1,1,1,1,1,1,1
806,ASV7677,1,1,1,1,1,1,1
807,ASV7688,1,1,1,1,1,1,1
808,ASV7698,1,1,1,1,1,1,1
809,ASV7729,1,1,1,1,1,1,1
810,ASV7743,1,1,1,1,1,1,1
811,ASV7757,1,1,1,1,1,1,1
812,ASV7768,1,1,1,1,1,1,1
813,ASV7775,1,1,1,1,1,1,1
814,ASV7781,1,1,1,1,1,1,1
815,ASV7784,1,1,1,1,1,1,1
816,ASV7804,1,1,1,1,1,1,1
817,ASV7810,1,1,1,1,1,1,1
818,ASV7837,1,1,1,1,1,1,1
819,ASV7875,1,1,1,1,1,1,1
820,ASV7899,1,1,1,1,1,1,1
821,ASV7920,1,1,1,1,1,1,1
822,ASV7967,1,1,1,1,1,1,1
823,ASV7990,1,1,1,1,1,1,1
824,ASV7999,1,1,1,1,1,1,1
825,ASV8034,1,1,1,1,1,1,1
826,ASV8035,1,1,1,1,1,1,1
827,ASV8050,1,1,1,1,1,1,1
828,ASV8051,1,1,1,1,1,1,1
829,ASV8056,1,1,1,1,1,1,1
830,ASV8067,1,1,1,1,1,1,1
831,ASV8105,1,1,1,1,1,1,1
832,ASV8119,1,1,1,1,1,1,1
833,ASV8136,1,1,1,1,1,1,1
834,ASV8140,1,1,1,1,1,1,1
835,ASV8153,1,1,1,1,1,1,1
836,ASV8159,1,1,1,1,1,1,1
837,ASV8164,1,1,1,1,1,1,1
838,ASV8169,1,1,1,1,1,1,1
839,ASV8188,1,1,1,1,1,1,1
840,ASV8189,1,1,1,1,1,1,1
841,ASV8203,1,1,1,1,1,1,1
842,ASV8221,1,1,1,1,1,1,1
843,ASV8249,1,1,1,1,1,1,1
844,ASV8254,1,1,1,1,1,1,1
845,ASV8282,1,1,1,1,1,1,1
846,ASV8307,1,1,1,1,1,1,1
847,ASV8315,1,1,1,1,1,1,1
848,ASV8320,1,1,1,1,1,1,1
849,ASV8334,1,1,1,1,1,1,1
850,ASV8352,1,1,1,1,1,1,1
851,ASV8364,1,1,1,1,1,1,1
852,ASV8369,1,1,1,1,1,1,1
853,ASV8396,1,1,1,1,1,1,1
854,ASV8414,1,1,1,1,1,1,1
855,ASV8418,1,1,1,1,1,1,1
856,ASV8421,1,1,1,1,1,1,1
857,ASV8423,1,1,1,1,1,1,1
858,ASV8436,1,1,1,1,1,1,1
859,ASV8450,1,1,1,1,1,1,1
860,ASV8452,1,1,1,1,1,1,1
861,ASV8498,1,1,1,1,1,1,1
862,ASV8529,1,1,1,1,1,1,1
863,ASV8537,1,1,1,1,1,1,1
864,ASV8538,1,1,1,1,1,1,1
865,ASV8539,1,1,1,1,1,1,1
866,ASV8570,1,1,1,1,1,1,1
867,ASV8578,1,1,1,1,1,1,1
868,ASV8597,1,1,1,1,1,1,1
869,ASV8598,1,1,1,1,1,1,1
870,ASV8599,1,1,1,1,1,1,1
871,ASV8601,1,1,1,1,1,1,1
872,ASV8606,1,1,1,1,1,1,1
873,ASV8628,1,1,1,1,1,1,1
874,ASV8637,1,1,1,1,1,1,1
875,ASV8643,1,1,1,1,1,1,1
876,ASV8676,1,1,1,1,1,1,1
877,ASV8684,1,1,1,1,1,1,1
878,ASV8746,1,1,1,1,1,1,1
879,ASV8756,1,1,1,1,1,1,1
880,ASV8775,1,1,1,1,1,1,1
881,ASV8789,1,1,1,1,1,1,1
882,ASV8808,1,1,1,1,1,1,1
883,ASV8817,1,1,1,1,1,1,1
884,ASV8839,1,1,1,1,1,1,1
885,ASV8849,1,1,1,1,1,1,1
886,ASV8886,1,1,1,1,1,1,1
887,ASV8917,1,1,1,1,1,1,1
888,ASV8920,1,1,1,1,1,1,1
889,ASV8933,1,1,1,1,1,1,1
890,ASV8950,1,1,1,1,1,1,1
891,ASV8979,1,1,1,1,1,1,1
892,ASV9007,1,1,1,1,1,1,1
893,ASV9012,1,1,1,1,1,1,1
894,ASV9038,1,1,1,1,1,1,1
895,ASV9042,1,1,1,1,1,1,1
896,ASV9060,1,1,1,1,1,1,1
897,ASV9103,1,1,1,1,1,1,1
898,ASV9154,1,1,1,1,1,1,1
899,ASV9177,1,1,1,1,1,1,1
900,ASV9186,1,1,1,1,1,1,1
901,ASV9195,1,1,1,1,1,1,1
902,ASV9209,1,1,1,1,1,1,1
903,ASV9230,1,1,1,1,1,1,1
904,ASV9232,1,1,1,1,1,1,1
905,ASV9242,1,1,1,1,1,1,1
906,ASV9249,1,1,1,1,1,1,1
907,ASV9298,1,1,1,1,1,1,1
908,ASV9347,1,1,1,1,1,1,1
909,ASV9383,1,1,1,1,1,1,1
910,ASV9396,1,1,1,1,1,1,1
911,ASV9404,1,1,1,1,1,1,1
912,ASV9406,1,1,1,1,1,1,1
913,ASV9456,1,1,1,1,1,1,1
914,ASV9469,1,1,1,1,1,1,1
915,ASV9490,1,1,1,1,1,1,1
916,ASV9505,1,1,1,1,1,1,1
917,ASV9520,1,1,1,1,1,1,1
918,ASV9549,1,1,1,1,1,1,1
919,ASV9551,1,1,1,1,1,1,1
920,ASV9564,1,1,1,1,1,1,1
921,ASV9610,1,1,1,1,1,1,1
922,ASV9629,1,1,1,1,1,1,1
923,ASV9640,1,1,1,1,1,1,1
924,ASV9651,1,1,1,1,1,1,1
925,ASV9673,1,1,1,1,1,1,1
926,ASV9693,1,1,1,1,1,1,1
927,ASV9739,1,1,1,1,1,1,1
928,ASV9823,1,1,1,1,1,1,1
929,ASV9840,1,1,1,1,1,1,1
930,ASV9874,1,1,1,1,1,1,1
931,ASV9888,1,1,1,1,1,1,1
932,ASV9892,1,1,1,1,1,1,1
933,ASV9914,1,1,1,1,1,1,1
934,ASV9915,1,1,1,1,1,1,1
935,ASV9923,1,1,1,1,1,1,1
936,ASV9937,1,1,1,1,1,1,1
937,ASV9985,1,1,1,1,1,1,1
938,ASV10008,1,1,1,1,1,1,1
939,ASV10018,1,1,1,1,1,1,1
940,ASV10040,1,1,1,1,1,1,1
941,ASV10069,1,1,1,1,1,1,1
942,ASV10104,1,1,1,1,1,1,1
943,ASV10111,1,1,1,1,1,1,1
944,ASV10135,1,1,1,1,1,1,1
945,ASV10158,1,1,1,1,1,1,1
946,ASV10171,1,1,1,1,1,1,1
947,ASV10173,1,1,1,1,1,1,1
948,ASV10183,1,1,1,1,1,1,1
949,ASV10192,1,1,1,1,1,1,1
950,ASV10234,1,1,1,1,1,1,1
951,ASV10247,1,1,1,1,1,1,1
952,ASV10272,1,1,1,1,1,1,1
953,ASV10288,1,1,1,1,1,1,1
954,ASV10322,1,1,1,1,1,1,1
955,ASV10339,1,1,1,1,1,1,1
956,ASV10343,1,1,1,1,1,1,1
957,ASV10354,1,1,1,1,1,1,1
958,ASV10356,1,1,1,1,1,1,1
959,ASV10363,1,1,1,1,1,1,1
960,ASV10364,1,1,1,1,1,1,1
961,ASV10384,1,1,1,1,1,1,1
962,ASV10389,1,1,1,1,1,1,1
963,ASV10391,1,1,1,1,1,1,1
964,ASV10409,1,1,1,1,1,1,1
965,ASV10414,1,1,1,1,1,1,1
966,ASV10430,1,1,1,1,1,1,1
967,ASV10473,1,1,1,1,1,1,1
968,ASV10491,1,1,1,1,1,1,1
969,ASV10494,1,1,1,1,1,1,1
970,ASV10511,1,1,1,1,1,1,1
971,ASV10519,1,1,1,1,1,1,1
972,ASV10575,1,1,1,1,1,1,1
973,ASV10595,1,1,1,1,1,1,1
974,ASV10655,1,1,1,1,1,1,1
975,ASV10659,1,1,1,1,1,1,1
976,ASV10695,1,1,1,1,1,1,1
977,ASV10699,1,1,1,1,1,1,1
978,ASV10727,1,1,1,1,1,1,1
979,ASV10755,1,1,1,1,1,1,1
980,ASV10760,1,1,1,1,1,1,1
981,ASV10810,1,1,1,1,1,1,1
982,ASV10829,1,1,1,1,1,1,1
983,ASV10837,1,1,1,1,1,1,1
984,ASV10838,1,1,1,1,1,1,1
985,ASV10844,1,1,1,1,1,1,1
986,ASV10887,1,1,1,1,1,1,1
987,ASV10907,1,1,1,1,1,1,1
988,ASV10909,1,1,1,1,1,1,1
989,ASV10939,1,1,1,1,1,1,1
990,ASV10985,1,1,1,1,1,1,1
991,ASV11026,1,1,1,1,1,1,1
992,ASV11074,1,1,1,1,1,1,1
993,ASV11076,1,1,1,1,1,1,1
994,ASV11078,1,1,1,1,1,1,1
995,ASV11081,1,1,1,1,1,1,1
996,ASV11096,1,1,1,1,1,1,1
997,ASV11108,1,1,1,1,1,1,1
998,ASV11116,1,1,1,1,1,1,1
999,ASV11122,1,1,1,1,1,1,1
1000,ASV11129,1,1,1,1,1,1,1
1001,ASV11131,1,1,1,1,1,1,1
1002,ASV11175,1,1,1,1,1,1,1
1003,ASV11204,1,1,1,1,1,1,1
1004,ASV11227,1,1,1,1,1,1,1
1005,ASV11255,1,1,1,1,1,1,1
1006,ASV11267,1,1,1,1,1,1,1
1007,ASV11269,1,1,1,1,1,1,1
1008,ASV11270,1,1,1,1,1,1,1
1009,ASV11317,1,1,1,1,1,1,1
1010,ASV11337,1,1,1,1,1,1,1
1011,ASV11374,1,1,1,1,1,1,1
1012,ASV11425,1,1,1,1,1,1,1
1013,ASV11478,1,1,1,1,1,1,1
1014,ASV11488,1,1,1,1,1,1,1
1015,ASV11520,1,1,1,1,1,1,1
1016,ASV11538,1,1,1,1,1,1,1
1017,ASV11554,1,1,1,1,1,1,1
1018,ASV11567,1,1,1,1,1,1,1
1019,ASV11591,1,1,1,1,1,1,1
1020,ASV11612,1,1,1,1,1,1,1
1021,ASV11616,1,1,1,1,1,1,1
1022,ASV11633,1,1,1,1,1,1,1
1023,ASV11653,1,1,1,1,1,1,1
1024,ASV11674,1,1,1,1,1,1,1
1025,ASV11790,1,1,1,1,1,1,1
1026,ASV11804,1,1,1,1,1,1,1
1027,ASV11859,1,1,1,1,1,1,1
1028,ASV11886,1,1,1,1,1,1,1
1029,ASV11907,1,1,1,1,1,1,1
1030,ASV11921,1,1,1,1,1,1,1
1031,ASV11959,1,1,1,1,1,1,1
1032,ASV12004,1,1,1,1,1,1,1
1033,ASV12026,1,1,1,1,1,1,1
1034,ASV12060,1,1,1,1,1,1,1
1035,ASV12065,1,1,1,1,1,1,1
1036,ASV12079,1,1,1,1,1,1,1
1037,ASV12084,1,1,1,1,1,1,1
1038,ASV12088,1,1,1,1,1,1,1
1039,ASV12098,1,1,1,1,1,1,1
1040,ASV12135,1,1,1,1,1,1,1
1041,ASV12146,1,1,1,1,1,1,1
1042,ASV12223,1,1,1,1,1,1,1
1043,ASV12234,1,1,1,1,1,1,1
1044,ASV12239,1,1,1,1,1,1,1
1045,ASV12261,1,1,1,1,1,1,1
1046,ASV12301,1,1,1,1,1,1,1
1047,ASV12342,1,1,1,1,1,1,1
1048,ASV12361,1,1,1,1,1,1,1
1049,ASV12412,1,1,1,1,1,1,1
1050,ASV12445,1,1,1,1,1,1,1
1051,ASV12485,1,1,1,1,1,1,1
1052,ASV12491,1,1,1,1,1,1,1
1053,ASV12535,1,1,1,1,1,1,1
1054,ASV12591,1,1,1,1,1,1,1
1055,ASV12621,1,1,1,1,1,1,1
1056,ASV12657,1,1,1,1,1,1,1
1057,ASV12666,1,1,1,1,1,1,1
1058,ASV12689,1,1,1,1,1,1,1
1059,ASV12712,1,1,1,1,1,1,1
1060,ASV12713,1,1,1,1,1,1,1
1061,ASV12718,1,1,1,1,1,1,1
1062,ASV12732,1,1,1,1,1,1,1
1063,ASV12749,1,1,1,1,1,1,1
1064,ASV12765,1,1,1,1,1,1,1
1065,ASV12800,1,1,1,1,1,1,1
1066,ASV12845,1,1,1,1,1,1,1
1067,ASV12855,1,1,1,1,1,1,1
1068,ASV12903,1,1,1,1,1,1,1
1069,ASV12919,1,1,1,1,1,1,1
1070,ASV12970,1,1,1,1,1,1,1
1071,ASV12976,1,1,1,1,1,1,1
1072,ASV13029,1,1,1,1,1,1,1
1073,ASV13113,1,1,1,1,1,1,1
1074,ASV13246,1,1,1,1,1,1,1
1075,ASV13255,1,1,1,1,1,1,1
1076,ASV13273,1,1,1,1,1,1,1
1077,ASV13291,1,1,1,1,1,1,1
1078,ASV13300,1,1,1,1,1,1,1
1079,ASV13307,1,1,1,1,1,1,1
1080,ASV13318,1,1,1,1,1,1,1
1081,ASV13340,1,1,1,1,1,1,1
1082,ASV13384,1,1,1,1,1,1,1
1083,ASV13490,1,1,1,1,1,1,1
1084,ASV13510,1,1,1,1,1,1,1
1085,ASV13574,1,1,1,1,1,1,1
1086,ASV13595,1,1,1,1,1,1,1
1087,ASV13598,1,1,1,1,1,1,1
1088,ASV13599,1,1,1,1,1,1,1
1089,ASV13657,1,1,1,1,1,1,1
1090,ASV13675,1,1,1,1,1,1,1
1091,ASV13690,1,1,1,1,1,1,1
1092,ASV13695,1,1,1,1,1,1,1
1093,ASV13702,1,1,1,1,1,1,1
1094,ASV13793,1,1,1,1,1,1,1
1095,ASV13810,1,1,1,1,1,1,1
1096,ASV13833,1,1,1,1,1,1,1
1097,ASV13859,1,1,1,1,1,1,1
1098,ASV13946,1,1,1,1,1,1,1
1099,ASV13955,1,1,1,1,1,1,1
1100,ASV14022,1,1,1,1,1,1,1
1101,ASV14064,1,1,1,1,1,1,1
1102,ASV14106,1,1,1,1,1,1,1
1103,ASV14108,1,1,1,1,1,1,1
1104,ASV14121,1,1,1,1,1,1,1
1105,ASV14126,1,1,1,1,1,1,1
1106,ASV14212,1,1,1,1,1,1,1
1107,ASV14257,1,1,1,1,1,1,1
1108,ASV14281,1,1,1,1,1,1,1
1109,ASV14285,1,1,1,1,1,1,1
1110,ASV14295,1,1,1,1,1,1,1
1111,ASV14317,1,1,1,1,1,1,1
1112,ASV14449,1,1,1,1,1,1,1
1113,ASV14508,1,1,1,1,1,1,1
1114,ASV14542,1,1,1,1,1,1,1
1115,ASV14549,1,1,1,1,1,1,1
1116,ASV14596,1,1,1,1,1,1,1
1117,ASV14628,1,1,1,1,1,1,1
1118,ASV14632,1,1,1,1,1,1,1
1119,ASV14638,1,1,1,1,1,1,1
1120,ASV14653,1,1,1,1,1,1,1
1121,ASV14661,1,1,1,1,1,1,1
1122,ASV14786,1,1,1,1,1,1,1
1123,ASV14871,1,1,1,1,1,1,1
1124,ASV14904,1,1,1,1,1,1,1
1125,ASV14912,1,1,1,1,1,1,1
1126,ASV15012,1,1,1,1,1,1,1
1127,ASV15053,1,1,1,1,1,1,1
1128,ASV15059,1,1,1,1,1,1,1
1129,ASV15210,1,1,1,1,1,1,1
1130,ASV15247,1,1,1,1,1,1,1
1131,ASV15262,1,1,1,1,1,1,1
1132,ASV15310,1,1,1,1,1,1,1
1133,ASV15462,1,1,1,1,1,1,1
1134,ASV15471,1,1,1,1,1,1,1
1135,ASV15480,1,1,1,1,1,1,1
1136,ASV15519,1,1,1,1,1,1,1
1137,ASV15535,1,1,1,1,1,1,1
1138,ASV15537,1,1,1,1,1,1,1
1139,ASV15569,1,1,1,1,1,1,1
1140,ASV15635,1,1,1,1,1,1,1
1141,ASV15779,1,1,1,1,1,1,1
1142,ASV15794,1,1,1,1,1,1,1
1143,ASV15865,1,1,1,1,1,1,1
1144,ASV15936,1,1,1,1,1,1,1
1145,ASV15949,1,1,1,1,1,1,1
1146,ASV15950,1,1,1,1,1,1,1
1147,ASV16001,1,1,1,1,1,1,1
1148,ASV16007,1,1,1,1,1,1,1
1149,ASV16064,1,1,1,1,1,1,1
1150,ASV16101,1,1,1,1,1,1,1
1151,ASV16166,1,1,1,1,1,1,1
1152,ASV16283,1,1,1,1,1,1,1
1153,ASV16378,1,1,1,1,1,1,1
1154,ASV16454,1,1,1,1,1,1,1
1155,ASV16485,1,1,1,1,1,1,1
1156,ASV16548,1,1,1,1,1,1,1
1157,ASV16583,1,1,1,1,1,1,1
1158,ASV16605,1,1,1,1,1,1,1
1159,ASV16648,1,1,1,1,1,1,1
1160,ASV16792,1,1,1,1,1,1,1
1161,ASV16934,1,1,1,1,1,1,1
1162,ASV16972,1,1,1,1,1,1,1
1163,ASV17005,1,1,1,1,1,1,1
1164,ASV17007,1,1,1,1,1,1,1
1165,ASV17086,1,1,1,1,1,1,1
1166,ASV17088,1,1,1,1,1,1,1
1167,ASV17160,1,1,1,1,1,1,1
1168,ASV17163,1,1,1,1,1,1,1
1169,ASV17205,1,1,1,1,1,1,1
1170,ASV17219,1,1,1,1,1,1,1
1171,ASV17238,1,1,1,1,1,1,1
1172,ASV17283,1,1,1,1,1,1,1
1173,ASV17405,1,1,1,1,1,1,1
1174,ASV17568,1,1,1,1,1,1,1
1175,ASV17569,1,1,1,1,1,1,1
1176,ASV17650,1,1,1,1,1,1,1
1177,ASV17745,1,1,1,1,1,1,1
1178,ASV17870,1,1,1,1,1,1,1
1179,ASV17882,1,1,1,1,1,1,1
1180,ASV17957,1,1,1,1,1,1,1
1181,ASV18004,1,1,1,1,1,1,1
1182,ASV18022,1,1,1,1,1,1,1
1183,ASV18139,1,1,1,1,1,1,1
1184,ASV18144,1,1,1,1,1,1,1
1185,ASV18243,1,1,1,1,1,1,1
1186,ASV18586,1,1,1,1,1,1,1
1187,ASV18590,1,1,1,1,1,1,1
1188,ASV18760,1,1,1,1,1,1,1
1189,ASV18802,1,1,1,1,1,1,1
1190,ASV18858,1,1,1,1,1,1,1
1191,ASV18922,1,1,1,1,1,1,1
1192,ASV19055,1,1,1,1,1,1,1
1193,ASV19131,1,1,1,1,1,1,1
1194,ASV19161,1,1,1,1,1,1,1
1195,ASV19177,1,1,1,1,1,1,1
1196,ASV19198,1,1,1,1,1,1,1
1197,ASV19353,1,1,1,1,1,1,1
1198,ASV19380,1,1,1,1,1,1,1
1199,ASV19393,1,1,1,1,1,1,1
1200,ASV19417,1,1,1,1,1,1,1
1201,ASV19566,1,1,1,1,1,1,1
1202,ASV19579,1,1,1,1,1,1,1
1203,ASV19614,1,1,1,1,1,1,1
1204,ASV19722,1,1,1,1,1,1,1
1205,ASV19805,1,1,1,1,1,1,1
1206,ASV19837,1,1,1,1,1,1,1
1207,ASV19904,1,1,1,1,1,1,1
1208,ASV19933,1,1,1,1,1,1,1
1209,ASV19972,1,1,1,1,1,1,1
1210,ASV20303,1,1,1,1,1,1,1
1211,ASV20400,1,1,1,1,1,1,1
1212,ASV20643,1,1,1,1,1,1,1
1213,ASV20680,1,1,1,1,1,1,1
1214,ASV20757,1,1,1,1,1,1,1
1215,ASV20857,1,1,1,1,1,1,1
1216,ASV20947,1,1,1,1,1,1,1
1217,ASV20991,1,1,1,1,1,1,1
1218,ASV21118,1,1,1,1,1,1,1
1219,ASV21151,1,1,1,1,1,1,1
1220,ASV21396,1,1,1,1,1,1,1
1221,ASV21414,1,1,1,1,1,1,1
1222,ASV21435,1,1,1,1,1,1,1
1223,ASV21437,1,1,1,1,1,1,1
1224,ASV21622,1,1,1,1,1,1,1
1225,ASV21771,1,1,1,1,1,1,1
1226,ASV21896,1,1,1,1,1,1,1
1227,ASV22192,1,1,1,1,1,1,1
1228,ASV22193,1,1,1,1,1,1,1
1229,ASV22227,1,1,1,1,1,1,1
1230,ASV22299,1,1,1,1,1,1,1
1231,ASV22308,1,1,1,1,1,1,1
1232,ASV22404,1,1,1,1,1,1,1
1233,ASV22426,1,1,1,1,1,1,1
1234,ASV22556,1,1,1,1,1,1,1
1235,ASV22626,1,1,1,1,1,1,1
1236,ASV22770,1,1,1,1,1,1,1
1237,ASV23164,1,1,1,1,1,1,1
1238,ASV23186,1,1,1,1,1,1,1
1239,ASV23585,1,1,1,1,1,1,1
1240,ASV23607,1,1,1,1,1,1,1
1241,ASV24123,1,1,1,1,1,1,1
1242,ASV24208,1,1,1,1,1,1,1
1243,ASV24387,1,1,1,1,1,1,1
1244,ASV24407,1,1,1,1,1,1,1
1245,ASV24446,1,1,1,1,1,1,1
1246,ASV24477,1,1,1,1,1,1,1
1247,ASV24648,1,1,1,1,1,1,1
1248,ASV24824,1,1,1,1,1,1,1
1249,ASV25168,1,1,1,1,1,1,1
1250,ASV25651,1,1,1,1,1,1,1
1251,ASV25937,1,1,1,1,1,1,1
1252,ASV26217,1,1,1,1,1,1,1
1253,ASV26856,1,1,1,1,1,1,1
1254,ASV27034,1,1,1,1,1,1,1
1255,ASV27035,1,1,1,1,1,1,1
1256,ASV2,1,0,1,1,1,1,1
1257,ASV11,0,1,1,1,1,1,1
1258,ASV69,0,1,1,1,1,1,1
