OTU,ALancangBesar,BPari,CTidung,DKarangBeras,EPramuka,FKotok,GSepa,Rowsums
ASV25403,0,4,0,13,8,0,7,32
ASV387,2,8,6,0,0,0,15,31
ASV525,0,9,0,0,12,9,1,31
ASV630,0,7,11,0,12,1,0,31
ASV851,2,18,0,0,7,0,4,31
ASV1115,0,0,16,0,0,15,0,31
ASV1368,0,0,28,0,0,0,3,31
ASV2846,0,0,6,4,0,1,20,31
ASV2932,0,0,0,6,3,22,0,31
ASV3225,0,0,2,20,5,0,4,31
ASV3486,3,0,0,3,13,0,12,31
ASV4070,1,0,12,0,4,4,10,31
ASV4077,0,0,21,1,2,7,0,31
ASV4417,0,0,10,2,19,0,0,31
ASV4450,0,6,2,22,0,0,1,31
ASV4722,0,1,0,9,0,15,6,31
ASV4747,0,15,5,0,0,11,0,31
ASV4923,0,0,0,14,17,0,0,31
ASV5287,0,0,12,0,0,17,2,31
ASV5362,0,0,2,0,19,10,0,31
ASV6001,6,22,0,0,0,0,3,31
ASV6522,8,0,0,0,9,0,14,31
ASV6536,0,13,0,2,0,0,16,31
ASV6805,0,0,0,0,0,2,29,31
ASV6939,0,6,1,3,6,0,15,31
ASV7162,3,4,2,6,3,1,12,31
ASV7461,0,0,20,7,0,0,4,31
ASV7657,0,8,9,1,0,2,11,31
ASV7948,1,12,0,0,8,1,9,31
ASV7978,0,0,1,2,8,3,17,31
ASV8148,0,4,0,11,16,0,0,31
ASV8406,3,0,0,21,2,0,5,31
ASV8427,0,0,2,0,0,29,0,31
ASV8723,1,0,0,15,5,0,10,31
ASV8830,14,4,0,0,5,0,8,31
ASV8897,0,0,1,2,9,6,13,31
ASV9227,0,5,13,5,0,8,0,31
ASV9650,0,1,4,11,0,5,10,31
ASV9865,5,0,16,0,6,0,4,31
ASV9877,0,8,0,21,0,0,2,31
ASV10144,0,0,0,18,0,0,13,31
ASV10458,21,0,4,6,0,0,0,31
ASV11141,0,0,0,0,31,0,0,31
ASV11453,0,0,0,0,0,0,31,31
ASV12518,0,0,26,0,5,0,0,31
ASV13122,0,3,8,4,11,2,3,31
ASV13433,3,0,0,3,0,0,25,31
ASV14082,0,0,0,0,31,0,0,31
ASV14588,0,0,12,7,0,4,8,31
ASV15297,0,0,0,11,15,4,1,31
ASV15798,0,6,0,7,9,3,6,31
ASV16483,0,3,2,19,3,0,4,31
ASV16715,0,0,0,0,14,0,17,31
ASV16722,0,0,14,3,6,8,0,31
ASV17918,25,0,0,0,0,0,6,31
ASV18234,0,1,0,2,3,4,21,31
ASV19638,0,0,6,3,19,3,0,31
ASV20042,0,0,0,0,31,0,0,31
ASV20049,0,0,0,0,0,31,0,31
ASV20727,1,0,4,9,7,5,5,31
ASV20777,0,0,0,24,0,2,5,31
ASV21589,15,0,0,16,0,0,0,31
ASV21843,0,0,6,0,3,22,0,31
ASV22098,0,31,0,0,0,0,0,31
ASV23585,6,2,9,1,3,4,6,31
ASV24405,6,6,2,1,0,0,16,31
ASV33,0,0,5,1,4,0,20,30
ASV84,0,5,14,0,0,11,0,30
ASV202,0,0,0,4,6,0,20,30
ASV292,23,0,0,0,7,0,0,30
ASV1096,0,0,0,0,26,4,0,30
ASV1317,9,7,0,0,0,0,14,30
ASV1892,0,5,18,4,1,0,2,30
ASV2126,0,30,0,0,0,0,0,30
ASV2383,0,0,0,5,11,0,14,30
ASV2689,0,0,8,1,6,2,13,30
ASV2834,0,0,14,5,6,3,2,30
ASV3247,0,0,9,15,6,0,0,30
ASV3837,0,0,11,0,0,19,0,30
ASV4453,6,0,0,3,3,0,18,30
ASV4468,6,0,0,0,0,0,24,30
ASV4502,0,2,18,9,0,1,0,30
ASV4943,0,0,20,2,0,6,2,30
ASV5124,0,4,0,6,13,3,4,30
ASV5222,0,12,13,0,0,0,5,30
ASV5405,0,0,0,6,0,13,11,30
ASV5454,0,0,6,0,0,11,13,30
ASV5797,0,0,3,12,15,0,0,30
ASV6394,0,4,5,8,5,7,1,30
ASV6874,0,0,0,0,15,0,15,30
ASV7298,0,3,4,3,1,16,3,30
ASV7874,0,0,7,0,0,23,0,30
ASV8117,0,0,0,0,17,0,13,30
ASV8227,0,2,5,9,0,8,6,30
ASV9086,0,0,0,3,9,4,14,30
ASV9516,0,2,8,1,1,12,6,30
ASV9539,0,0,0,23,0,0,7,30
ASV9616,10,7,4,1,0,6,2,30
ASV9685,0,23,0,0,0,6,1,30
ASV10092,0,7,0,5,0,18,0,30
ASV10122,2,6,4,3,4,0,11,30
ASV10763,0,0,8,9,3,9,1,30
ASV10983,0,0,2,1,25,0,2,30
ASV11240,8,0,0,7,2,0,13,30
ASV11353,0,0,8,6,10,0,6,30
ASV11944,3,1,6,0,2,13,5,30
ASV12000,0,11,0,3,0,0,16,30
ASV12420,10,0,0,0,0,20,0,30
ASV12836,4,0,9,7,10,0,0,30
ASV12858,0,0,0,0,0,30,0,30
ASV12937,0,0,11,0,0,0,19,30
ASV13375,0,0,7,3,0,6,14,30
ASV13611,11,0,0,1,0,11,7,30
ASV14249,4,3,3,0,6,0,14,30
ASV14334,0,0,15,4,11,0,0,30
ASV14514,0,0,9,12,6,0,3,30
ASV14620,0,0,0,29,0,0,1,30
ASV16155,0,0,13,5,0,12,0,30
ASV16361,0,12,2,0,0,9,7,30
ASV16560,0,0,0,8,4,11,7,30
ASV18030,0,6,23,1,0,0,0,30
ASV18640,0,14,2,0,8,0,6,30
ASV18849,0,0,0,0,18,0,12,30
ASV18937,3,0,8,9,0,10,0,30
ASV19265,6,0,5,7,0,8,4,30
ASV19326,0,10,3,5,12,0,0,30
ASV20629,0,0,0,0,7,0,23,30
ASV21041,0,4,0,2,0,0,24,30
ASV21291,0,0,0,0,10,1,19,30
ASV23072,0,0,1,2,4,12,11,30
ASV23236,0,0,5,0,8,0,17,30
ASV25142,0,0,1,7,10,0,12,30
ASV26888,0,0,4,0,0,17,9,30
ASV69,0,3,1,5,9,3,8,29
ASV408,10,10,2,1,0,3,3,29
ASV727,0,3,5,4,0,5,12,29
ASV854,0,7,5,0,10,0,7,29
ASV1003,4,0,6,6,3,10,0,29
ASV2364,0,0,0,18,0,11,0,29
ASV2544,4,0,6,0,0,19,0,29
ASV2551,0,0,0,18,0,0,11,29
ASV2833,4,13,0,3,5,2,2,29
ASV3066,0,12,0,0,8,4,5,29
ASV3171,0,0,8,3,7,0,11,29
ASV3257,0,7,7,4,10,1,0,29
ASV4285,2,0,12,3,0,3,9,29
ASV4688,0,1,8,12,4,0,4,29
ASV5131,0,0,24,0,0,5,0,29
ASV5258,7,7,4,0,10,1,0,29
ASV5390,0,0,0,0,29,0,0,29
ASV5671,1,2,10,0,3,11,2,29
ASV5998,0,0,0,0,29,0,0,29
ASV6055,0,0,7,6,4,0,12,29
ASV6124,0,4,6,5,7,0,7,29
ASV6260,0,4,1,11,2,8,3,29
ASV6341,0,0,12,7,3,3,4,29
ASV6632,0,2,25,2,0,0,0,29
ASV7262,0,0,1,6,15,4,3,29
ASV7338,0,13,16,0,0,0,0,29
ASV7636,0,0,17,9,1,2,0,29
ASV7893,9,1,0,0,19,0,0,29
ASV7904,0,1,9,15,0,0,4,29
ASV8006,0,0,22,0,0,6,1,29
ASV8172,0,0,9,0,6,14,0,29
ASV8508,0,8,7,2,7,0,5,29
ASV8627,0,0,0,23,0,4,2,29
ASV8701,0,5,8,0,0,16,0,29
ASV8722,1,8,0,7,8,0,5,29
ASV9006,3,0,4,10,7,0,5,29
ASV9144,0,11,0,1,1,8,8,29
ASV9296,0,13,0,8,0,0,8,29
ASV9680,0,5,19,0,0,0,5,29
ASV9740,0,19,0,0,3,0,7,29
ASV9760,0,9,0,0,0,0,20,29
ASV9841,0,0,0,4,25,0,0,29
ASV10330,0,0,24,2,0,3,0,29
ASV10693,0,0,0,18,4,0,7,29
ASV12216,0,1,0,7,1,3,17,29
ASV13473,0,0,3,0,26,0,0,29
ASV13897,0,5,20,0,2,0,2,29
ASV14434,0,0,0,5,5,12,7,29
ASV14721,0,13,0,16,0,0,0,29
ASV14982,2,0,0,5,2,0,20,29
ASV15126,0,6,4,13,0,6,0,29
ASV15460,0,8,8,0,5,4,4,29
ASV15847,0,0,0,5,0,0,24,29
ASV15944,0,2,8,0,0,19,0,29
ASV15946,0,0,0,11,9,2,7,29
ASV16930,0,0,29,0,0,0,0,29
ASV17223,0,0,0,0,0,25,4,29
ASV17926,1,9,0,0,0,0,19,29
ASV18350,4,0,2,7,0,16,0,29
ASV18401,0,0,0,0,0,24,5,29
ASV18402,3,17,9,0,0,0,0,29
ASV18999,6,0,0,0,13,0,10,29
ASV19388,14,0,5,0,0,10,0,29
ASV19886,0,0,10,0,8,4,7,29
ASV19966,0,2,7,0,0,3,17,29
ASV20124,0,0,0,0,0,0,29,29
ASV20445,0,25,0,4,0,0,0,29
ASV21029,0,0,29,0,0,0,0,29
ASV21411,0,0,0,0,29,0,0,29
ASV22346,0,13,5,11,0,0,0,29
ASV22495,0,0,0,0,0,0,29,29
ASV22801,0,0,0,8,11,0,10,29
ASV22,0,0,10,7,9,0,2,28
ASV100,0,1,0,17,6,0,4,28
ASV109,0,3,6,6,0,12,1,28
ASV239,7,8,5,0,0,0,8,28
ASV311,0,0,10,15,3,0,0,28
ASV395,0,0,6,0,0,16,6,28
ASV413,0,0,9,9,6,4,0,28
ASV1438,0,0,7,8,1,0,12,28
ASV2218,0,26,0,2,0,0,0,28
ASV2496,0,6,0,4,8,2,8,28
ASV2567,2,0,0,0,18,0,8,28
ASV2590,0,0,13,5,10,0,0,28
ASV2999,0,10,4,7,0,0,7,28
ASV3141,2,0,3,17,5,0,1,28
ASV3729,0,0,28,0,0,0,0,28
ASV4127,0,3,7,4,0,0,14,28
ASV4194,0,10,15,0,3,0,0,28
ASV4314,0,0,0,0,0,28,0,28
ASV4681,0,0,0,27,1,0,0,28
ASV4732,3,0,10,0,6,2,7,28
ASV4840,14,0,2,8,0,2,2,28
ASV5005,0,0,3,1,12,12,0,28
ASV5088,1,0,1,4,15,0,7,28
ASV5260,0,0,0,2,0,18,8,28
ASV5637,0,0,0,6,2,20,0,28
ASV5650,0,2,5,7,0,0,14,28
ASV5935,0,0,2,0,0,19,7,28
ASV6219,2,0,9,0,2,3,12,28
ASV6227,0,0,19,0,0,0,9,28
ASV6433,0,0,0,7,3,12,6,28
ASV6541,12,0,0,0,0,0,16,28
ASV6577,0,14,0,0,0,0,14,28
ASV6615,0,0,1,0,6,21,0,28
ASV6625,0,8,7,13,0,0,0,28
ASV6878,0,0,7,12,0,9,0,28
ASV6931,2,1,9,0,1,5,10,28
ASV7476,0,2,0,0,6,0,20,28
ASV7652,0,2,0,12,4,8,2,28
ASV7776,0,0,7,6,2,11,2,28
ASV8012,0,0,7,4,2,10,5,28
ASV8444,0,14,13,0,1,0,0,28
ASV8547,3,1,0,5,2,4,13,28
ASV8673,0,0,6,18,1,1,2,28
ASV8937,8,8,0,0,4,5,3,28
ASV8973,0,1,0,6,14,3,4,28
ASV9886,0,0,3,10,7,6,2,28
ASV10216,7,0,4,5,3,0,9,28
ASV10245,0,9,12,0,7,0,0,28
ASV10303,0,0,17,3,1,0,7,28
ASV10573,3,0,6,5,0,0,14,28
ASV10636,0,8,0,11,0,5,4,28
ASV10713,0,4,0,2,10,0,12,28
ASV10735,3,0,9,13,0,3,0,28
ASV11465,28,0,0,0,0,0,0,28
ASV12395,6,0,6,6,0,5,5,28
ASV12659,0,11,0,14,3,0,0,28
ASV12723,0,4,10,2,0,6,6,28
ASV13227,6,3,0,8,3,0,8,28
ASV13323,0,21,0,2,5,0,0,28
ASV13351,0,0,0,1,0,0,27,28
ASV13354,0,0,2,1,0,25,0,28
ASV13632,0,12,0,4,0,12,0,28
ASV13733,10,0,0,2,0,13,3,28
ASV13852,4,13,6,0,4,0,1,28
ASV13879,0,5,14,0,5,1,3,28
ASV16491,0,0,0,0,0,0,28,28
ASV16964,0,0,7,5,10,0,6,28
ASV18070,0,0,3,10,0,0,15,28
ASV18227,0,0,0,0,0,28,0,28
ASV19300,0,0,0,25,0,0,3,28
ASV19809,0,0,4,0,0,0,24,28
ASV19894,0,3,1,12,12,0,0,28
ASV20530,0,0,28,0,0,0,0,28
ASV21006,0,0,4,1,0,20,3,28
ASV21941,0,0,3,0,0,0,25,28
ASV22540,0,0,0,0,0,0,28,28
ASV23465,0,0,0,0,24,0,4,28
ASV24058,0,1,14,7,0,2,4,28
ASV24327,0,3,2,6,10,0,7,28
ASV25339,0,11,4,3,3,7,0,28
ASV26895,0,5,8,6,2,7,0,28
ASV616,4,0,0,3,3,6,11,27
ASV748,0,5,3,1,2,6,10,27
ASV1206,0,6,0,0,0,21,0,27
ASV1207,0,5,11,5,0,0,6,27
ASV1513,0,0,0,0,26,0,1,27
ASV1605,0,1,16,0,0,0,10,27
ASV1721,0,3,10,3,3,0,8,27
ASV1793,0,0,0,4,4,0,19,27
ASV2208,0,0,4,5,13,0,5,27
ASV2414,0,6,0,6,7,8,0,27
ASV2458,0,1,7,1,5,10,3,27
ASV2504,0,7,0,6,4,2,8,27
ASV2817,5,3,0,3,7,0,9,27
ASV3076,0,0,13,10,1,3,0,27
ASV3186,0,3,0,0,7,9,8,27
ASV3375,3,0,0,18,6,0,0,27
ASV3615,0,0,26,0,0,0,1,27
ASV4124,1,5,0,12,1,5,3,27
ASV4451,0,4,0,6,9,0,8,27
ASV4667,0,0,0,0,27,0,0,27
ASV4734,0,0,0,0,0,19,8,27
ASV4908,0,0,13,8,0,3,3,27
ASV5199,0,0,4,0,0,23,0,27
ASV5357,0,1,4,0,2,14,6,27
ASV5436,0,9,0,0,9,0,9,27
ASV5942,3,5,0,6,0,13,0,27
ASV6455,0,0,0,0,1,0,26,27
ASV6565,0,0,2,0,3,12,10,27
ASV6610,0,9,10,5,1,0,2,27
ASV6658,0,3,1,3,5,12,3,27
ASV6895,4,0,8,0,5,2,8,27
ASV6971,0,0,0,0,26,0,1,27
ASV6984,0,0,0,4,0,23,0,27
ASV7067,0,0,4,5,4,5,9,27
ASV7528,0,0,9,8,1,0,9,27
ASV7635,0,7,9,2,3,0,6,27
ASV8044,0,0,0,4,5,0,18,27
ASV8123,1,8,4,1,0,0,13,27
ASV8254,8,3,2,5,2,1,6,27
ASV8612,0,0,0,1,0,2,24,27
ASV8717,2,1,2,21,0,0,1,27
ASV8759,0,1,7,3,7,7,2,27
ASV9183,2,9,0,0,10,4,2,27
ASV9220,0,0,0,0,0,0,27,27
ASV9589,6,0,0,13,4,1,3,27
ASV9748,0,0,5,4,7,4,7,27
ASV9771,0,0,15,12,0,0,0,27
ASV9806,0,0,0,12,15,0,0,27
ASV10235,0,0,27,0,0,0,0,27
ASV10523,0,13,2,0,5,0,7,27
ASV10648,0,4,9,0,12,2,0,27
ASV10721,0,0,0,0,14,0,13,27
ASV10819,0,12,0,0,9,6,0,27
ASV11128,7,0,0,11,0,8,1,27
ASV11736,0,0,6,7,0,0,14,27
ASV12878,0,0,18,0,0,0,9,27
ASV13751,0,0,4,7,1,0,15,27
ASV13978,13,0,0,0,3,3,8,27
ASV14440,0,11,16,0,0,0,0,27
ASV15173,0,0,0,26,0,1,0,27
ASV15478,0,2,0,10,15,0,0,27
ASV15546,0,5,1,7,0,4,10,27
ASV15920,8,5,7,0,5,0,2,27
ASV16708,17,7,0,0,0,3,0,27
ASV16857,0,0,0,27,0,0,0,27
ASV17352,2,5,0,2,1,14,3,27
ASV17467,0,1,18,1,1,0,6,27
ASV17624,2,6,7,0,1,11,0,27
ASV17659,0,22,0,0,0,5,0,27
ASV18369,0,2,0,0,0,25,0,27
ASV18631,1,0,23,0,0,0,3,27
ASV18902,0,5,3,5,3,2,9,27
ASV18990,2,0,4,0,1,15,5,27
ASV19658,0,0,0,0,0,27,0,27
ASV20057,1,5,10,0,0,0,11,27
ASV20591,0,2,0,3,0,5,17,27
ASV20756,0,0,0,0,4,1,22,27
ASV20844,0,0,0,3,1,4,19,27
ASV21377,0,0,6,4,3,7,7,27
ASV21427,0,0,0,15,7,0,5,27
ASV21810,0,6,0,3,17,0,1,27
ASV21845,0,20,0,7,0,0,0,27
ASV22834,0,0,27,0,0,0,0,27
ASV23122,11,0,6,0,0,10,0,27
ASV23340,0,8,0,0,18,1,0,27
ASV23850,0,0,0,0,11,0,16,27
ASV23967,0,0,0,0,0,0,27,27
ASV24209,0,27,0,0,0,0,0,27
ASV24235,0,0,0,0,0,0,27,27
ASV24389,0,2,8,0,17,0,0,27
ASV24590,0,0,0,0,0,0,27,27
ASV26659,0,0,18,0,0,0,9,27
ASV27012,0,0,17,3,3,0,4,27
ASV27053,0,0,7,0,4,9,7,27
ASV27094,0,6,0,0,0,0,21,27
ASV212,0,0,7,6,4,1,8,26
ASV215,0,0,5,0,0,10,11,26
ASV366,1,8,3,2,3,3,6,26
ASV1031,0,1,14,8,3,0,0,26
ASV1287,7,1,16,0,2,0,0,26
ASV1689,0,6,0,13,3,0,4,26
ASV1953,0,0,0,1,4,0,21,26
ASV2203,5,17,3,1,0,0,0,26
ASV2294,0,15,0,0,0,11,0,26
ASV2300,3,2,4,2,1,14,0,26
ASV3587,0,0,0,0,0,1,25,26
ASV3733,0,16,0,0,0,3,7,26
ASV4348,0,4,2,0,0,0,20,26
ASV4838,0,2,0,0,13,2,9,26
ASV4906,2,0,0,0,2,22,0,26
ASV4950,0,0,4,7,0,0,15,26
ASV5008,0,12,3,3,0,5,3,26
ASV5116,0,0,5,1,0,0,20,26
ASV5211,7,2,2,3,5,3,4,26
ASV5270,5,0,4,12,0,5,0,26
ASV5273,0,0,21,0,5,0,0,26
ASV5294,0,7,0,0,0,0,19,26
ASV5321,0,3,3,0,10,0,10,26
ASV5570,0,0,0,0,0,26,0,26
ASV5593,4,0,3,12,0,1,6,26
ASV5690,0,0,0,0,0,7,19,26
ASV5936,0,12,7,0,0,4,3,26
ASV5971,0,0,0,0,14,1,11,26
ASV5992,0,0,0,26,0,0,0,26
ASV6361,0,0,13,2,0,11,0,26
ASV6437,0,3,3,0,3,11,6,26
ASV6514,0,6,6,5,0,5,4,26
ASV7210,0,0,0,1,25,0,0,26
ASV7758,0,9,8,2,1,0,6,26
ASV8379,0,10,2,5,0,2,7,26
ASV9120,0,0,10,3,0,13,0,26
ASV9217,0,0,0,3,1,20,2,26
ASV9313,0,7,4,2,0,9,4,26
ASV9317,0,0,0,0,0,0,26,26
ASV9476,0,0,0,15,11,0,0,26
ASV9572,0,0,9,10,2,0,5,26
ASV9585,0,0,6,0,12,8,0,26
ASV9731,0,3,0,2,14,1,6,26
ASV10475,4,3,12,0,4,3,0,26
ASV10615,0,0,2,0,0,0,24,26
ASV10716,0,0,0,25,0,0,1,26
ASV11152,0,0,1,6,5,10,4,26
ASV11724,0,0,4,3,5,0,14,26
ASV12096,0,0,13,0,5,4,4,26
ASV12210,0,0,20,0,0,6,0,26
ASV12321,0,0,0,0,5,0,21,26
ASV12809,0,3,7,0,3,13,0,26
ASV13162,0,6,4,0,11,4,1,26
ASV14584,0,1,0,0,0,0,25,26
ASV15330,0,0,22,0,0,2,2,26
ASV15954,0,11,10,1,1,0,3,26
ASV15986,0,0,0,5,9,0,12,26
ASV16742,0,6,16,2,0,1,1,26
ASV16858,0,0,26,0,0,0,0,26
ASV17138,0,5,8,0,9,0,4,26
ASV17190,0,2,0,0,21,0,3,26
ASV17606,0,3,0,5,13,5,0,26
ASV17697,0,0,2,5,10,0,9,26
ASV18130,0,0,4,3,4,15,0,26
ASV18274,25,0,0,0,0,1,0,26
ASV18357,0,0,1,3,3,19,0,26
ASV19153,0,13,7,4,0,0,2,26
ASV20213,0,0,0,0,11,0,15,26
ASV21520,0,0,17,1,8,0,0,26
ASV22328,0,0,6,0,0,0,20,26
ASV22569,17,0,0,9,0,0,0,26
ASV22659,3,0,7,11,1,4,0,26
ASV24019,0,2,0,0,24,0,0,26
ASV24427,0,0,9,17,0,0,0,26
ASV26373,0,0,19,0,3,0,4,26
ASV613,2,5,3,5,5,0,5,25
ASV680,0,3,5,17,0,0,0,25
ASV768,0,10,4,3,8,0,0,25
ASV1129,0,0,7,4,4,10,0,25
ASV1173,0,0,3,20,0,2,0,25
ASV1204,0,0,20,1,4,0,0,25
ASV1667,0,2,6,0,1,0,16,25
ASV1853,0,0,10,9,3,1,2,25
ASV1977,0,1,6,1,12,0,5,25
ASV2045,0,9,8,2,0,6,0,25
ASV2792,0,0,3,0,1,5,16,25
ASV3279,0,0,2,0,19,4,0,25
ASV3319,0,0,9,0,0,0,16,25
ASV3525,0,0,7,10,8,0,0,25
ASV3694,0,0,7,16,0,2,0,25
ASV3712,0,3,8,4,1,5,4,25
ASV3899,0,0,16,4,0,5,0,25
ASV3962,0,0,0,6,6,0,13,25
ASV3991,0,7,4,13,0,1,0,25
ASV4476,0,19,0,0,6,0,0,25
ASV4714,0,11,0,0,0,14,0,25
ASV4724,0,0,0,0,0,0,25,25
ASV4790,0,0,11,3,0,10,1,25
ASV4797,0,4,0,5,1,0,15,25
ASV4809,0,8,9,0,2,6,0,25
ASV5035,11,2,0,10,2,0,0,25
ASV5443,0,0,0,0,18,0,7,25
ASV5748,0,0,10,0,3,2,10,25
ASV5963,0,0,2,0,14,9,0,25
ASV6251,0,0,10,0,15,0,0,25
ASV6912,0,25,0,0,0,0,0,25
ASV6987,0,4,1,0,6,0,14,25
ASV7020,0,0,0,25,0,0,0,25
ASV7093,0,0,25,0,0,0,0,25
ASV7125,15,0,0,0,0,5,5,25
ASV7363,0,0,5,7,9,0,4,25
ASV7533,0,2,2,3,12,1,5,25
ASV7601,0,6,1,1,7,3,7,25
ASV7795,0,9,0,0,0,16,0,25
ASV7839,0,9,5,1,2,6,2,25
ASV8354,6,3,11,0,2,0,3,25
ASV8469,0,0,0,0,16,0,9,25
ASV9134,0,3,13,0,3,0,6,25
ASV9175,4,0,7,1,9,2,2,25
ASV9245,0,0,0,1,24,0,0,25
ASV9253,0,0,14,11,0,0,0,25
ASV9715,0,0,0,0,4,0,21,25
ASV9754,0,4,9,0,0,12,0,25
ASV9924,5,0,1,7,4,8,0,25
ASV9994,0,7,0,0,5,2,11,25
ASV10719,0,0,12,0,8,5,0,25
ASV10773,25,0,0,0,0,0,0,25
ASV11053,0,0,0,22,0,1,2,25
ASV11150,0,8,0,4,7,0,6,25
ASV11231,7,0,0,6,1,11,0,25
ASV11297,0,0,10,0,6,0,9,25
ASV11517,0,4,9,0,0,8,4,25
ASV11618,0,0,0,0,12,13,0,25
ASV11662,0,0,18,0,6,1,0,25
ASV11918,0,0,0,0,8,0,17,25
ASV12396,0,0,2,0,8,6,9,25
ASV12564,0,0,12,13,0,0,0,25
ASV12672,4,2,3,0,2,7,7,25
ASV13496,0,0,0,6,0,19,0,25
ASV13723,0,0,4,21,0,0,0,25
ASV13732,3,0,5,0,3,14,0,25
ASV14093,0,2,11,0,0,10,2,25
ASV14353,0,0,7,0,0,13,5,25
ASV14499,0,2,0,0,10,0,13,25
ASV14664,0,0,14,11,0,0,0,25
ASV14917,0,0,2,17,3,1,2,25
ASV15107,0,0,0,5,0,16,4,25
ASV15213,4,17,0,0,0,0,4,25
ASV16297,0,6,0,11,3,0,5,25
ASV16459,0,0,8,3,5,5,4,25
ASV16676,25,0,0,0,0,0,0,25
ASV16835,15,0,1,0,6,3,0,25
ASV17498,0,14,1,10,0,0,0,25
ASV17538,0,0,0,25,0,0,0,25
ASV17807,0,2,0,0,0,0,23,25
ASV17925,1,0,0,0,0,7,17,25
ASV18084,0,0,7,12,0,1,5,25
ASV18794,0,7,13,1,2,1,1,25
ASV18847,0,0,0,0,0,0,25,25
ASV21422,0,0,11,14,0,0,0,25
ASV22364,0,0,22,0,0,0,3,25
ASV22429,0,0,6,10,2,2,5,25
ASV22680,0,1,0,0,6,1,17,25
ASV23079,14,0,6,1,0,4,0,25
ASV23279,0,0,25,0,0,0,0,25
ASV23767,7,0,0,4,14,0,0,25
ASV24459,0,0,5,14,6,0,0,25
ASV25263,0,0,0,0,22,0,3,25
ASV25346,0,2,9,7,0,5,2,25
ASV25700,0,20,0,5,0,0,0,25
ASV27055,0,0,0,17,0,0,8,25
ASV470,0,0,10,14,0,0,0,24
ASV599,0,5,2,4,0,0,13,24
ASV1005,1,1,2,5,11,0,4,24
ASV1032,3,0,7,5,0,3,6,24
ASV1071,0,0,5,4,10,0,5,24
ASV1229,0,0,7,3,8,1,5,24
ASV1396,0,0,0,2,21,0,1,24
ASV1703,0,1,0,6,5,0,12,24
ASV2141,0,0,0,17,2,0,5,24
ASV2385,0,8,6,6,0,2,2,24
ASV2399,1,19,0,0,1,3,0,24
ASV2510,0,3,0,4,0,0,17,24
ASV3493,0,3,2,0,19,0,0,24
ASV3609,7,5,3,0,2,3,4,24
ASV3988,0,15,0,4,0,0,5,24
ASV4010,0,0,6,0,16,2,0,24
ASV4118,0,0,6,7,0,2,9,24
ASV4126,24,0,0,0,0,0,0,24
ASV4266,0,0,13,1,3,7,0,24
ASV4637,0,0,14,0,0,0,10,24
ASV4841,0,0,0,10,14,0,0,24
ASV4886,0,0,4,1,6,9,4,24
ASV4995,0,4,3,0,10,7,0,24
ASV5087,0,0,16,8,0,0,0,24
ASV5117,10,0,7,0,6,0,1,24
ASV5276,0,2,2,0,17,0,3,24
ASV5501,0,0,9,3,12,0,0,24
ASV5583,0,0,0,24,0,0,0,24
ASV6252,0,0,7,1,0,11,5,24
ASV6374,0,4,5,1,12,2,0,24
ASV6856,0,11,9,0,0,3,1,24
ASV7272,0,0,4,10,0,1,9,24
ASV7546,2,0,6,0,0,12,4,24
ASV8496,0,0,5,7,7,1,4,24
ASV8554,0,0,7,7,0,10,0,24
ASV8975,0,0,6,5,3,6,4,24
ASV9047,0,1,7,0,0,15,1,24
ASV9146,0,0,17,0,0,7,0,24
ASV9374,24,0,0,0,0,0,0,24
ASV9541,0,0,3,0,1,10,10,24
ASV9783,0,0,4,2,13,5,0,24
ASV9800,0,0,21,3,0,0,0,24
ASV9918,0,0,0,0,4,0,20,24
ASV10117,5,0,3,2,2,5,7,24
ASV10259,0,0,0,0,0,0,24,24
ASV10282,0,5,0,0,0,14,5,24
ASV10294,3,2,10,4,4,0,1,24
ASV10532,0,0,0,0,24,0,0,24
ASV10588,0,3,6,5,8,0,2,24
ASV11463,0,0,8,2,6,4,4,24
ASV11472,0,0,0,5,2,0,17,24
ASV11514,1,0,9,0,6,0,8,24
ASV12003,2,2,0,6,4,2,8,24
ASV12069,0,0,15,0,0,9,0,24
ASV12392,16,0,0,0,3,1,4,24
ASV12540,0,0,11,0,12,1,0,24
ASV12857,0,2,4,4,0,0,14,24
ASV13038,4,2,10,0,0,8,0,24
ASV13477,0,0,0,4,0,20,0,24
ASV13547,7,4,3,2,0,5,3,24
ASV13971,14,0,0,0,10,0,0,24
ASV14170,0,24,0,0,0,0,0,24
ASV14462,1,12,0,11,0,0,0,24
ASV14616,0,10,10,0,0,3,1,24
ASV15066,0,0,0,4,14,1,5,24
ASV15365,0,0,0,0,0,0,24,24
ASV15463,0,0,0,0,24,0,0,24
ASV15485,0,1,0,7,14,0,2,24
ASV15886,0,2,2,8,9,0,3,24
ASV16347,0,0,0,4,3,11,6,24
ASV16642,0,0,10,0,0,2,12,24
ASV16675,0,6,0,0,9,6,3,24
ASV16783,0,0,8,8,2,0,6,24
ASV17664,0,0,8,5,1,8,2,24
ASV18458,0,0,0,0,18,0,6,24
ASV18499,0,3,0,12,4,3,2,24
ASV18982,0,0,0,0,21,0,3,24
ASV19617,0,15,9,0,0,0,0,24
ASV20105,0,0,0,24,0,0,0,24
ASV20440,0,0,10,0,0,14,0,24
ASV20672,0,0,5,1,18,0,0,24
ASV20876,0,4,5,5,9,1,0,24
ASV21033,0,0,0,0,8,0,16,24
